symbol,open,high,low,close,volume
EGX:HELI,0.13518497,0.13740718,0.12992573,0.1315183,3334505.27779118
EGX:HELI,0.13759238,0.13759238,0.1324072,0.13385164,822691.30214006
EGX:HELI,0.13203684,0.13870349,0.13203684,0.13570349,1107001.7521412
EGX:HELI,0.13944423,0.13959237,0.13703682,0.13848126,923401.46154217
EGX:HELI,0.13888867,0.13999977,0.13703682,0.13714793,4190406.63249547
EGX:HELI,0.14033311,0.14062941,0.13433312,0.13703682,886951.40384972
EGX:HELI,0.1354072,0.13888867,0.13518497,0.13677756,1698302.68804101
EGX:HELI,0.13703682,0.13703682,0.13555533,0.13670349,551070.87222444
EGX:HELI,0.14037016,0.14255534,0.13703682,0.13988867,2438103.85898416
EGX:HELI,0.14066644,0.14685163,0.14059237,0.14425903,5080598.04147341
EGX:HELI,0.1514442,0.1514442,0.1514442,0.1514442,33750.05341894
EGX:HELI,0.15899975,0.15899975,0.15899975,0.15899975,216000.34188121
EGX:HELI,0.16692566,0.16692566,0.16685158,0.16692566,7023251.11626754
EGX:HELI,0.17525898,0.17525898,0.1750738,0.17525898,9374684.83807186
EGX:HELI,0.18388861,0.18399971,0.18388861,0.18399971,6131979.7055802
EGX:HELI,0.19318488,0.19318488,0.19318488,0.19318488,3434405.43591124
EGX:HELI,0.20259228,0.20281449,0.18355527,0.19281451,4783057.57053204
EGX:HELI,0.20222189,0.20244412,0.18318489,0.1894071,6674410.56412939
EGX:HELI,0.19259229,0.19351821,0.17996268,0.1817775,3383645.35556916
EGX:HELI,0.18148119,0.19070341,0.1777775,0.18648118,3456005.47009936
EGX:HELI,0.19574042,0.19577747,0.19255526,0.19574042,3998706.3290759
EGX:HELI,0.20548116,0.2055182,0.18596266,0.1931108,2408943.81283019
EGX:HELI,0.18518489,0.19259229,0.18348119,0.18677748,2465103.90171931
EGX:HELI,0.18537007,0.18537007,0.17744416,0.17855527,3086104.88462779
EGX:HELI,0.17040713,0.17040713,0.16962936,0.16970344,3153604.99146567
